disease,symptom_list,precaution,doctor_type
Hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Gastroenterologist
Hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Gastroenterologist
Hepatitis A,"abdominal_pain, dark_urine, diarrhoea, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Gastroenterologist
Hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Gastroenterologist
Hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes","Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Gastroenterologist
Hepatitis A,"abdominal_pain, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Gastroenterologist
Hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, vomiting, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Gastroenterologist
Hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Gastroenterologist
Hepatitis A,"dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Gastroenterologist
Hepatitis A,"abdominal_pain, dark_urine, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Gastroenterologist
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, receiving_blood_transfusion, receiving_unsterile_injections, yellow_urine, yellowing_of_eyes, yellowish_skin","consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, receiving_blood_transfusion, receiving_unsterile_injections, yellow_urine, yellowing_of_eyes, yellowish_skin","consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis B,"abdominal_pain, dark_urine, fatigue, lethargy, loss_of_appetite, malaise, receiving_blood_transfusion, receiving_unsterile_injections, yellow_urine, yellowing_of_eyes, yellowish_skin","consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis B,"abdominal_pain, dark_urine, itching, lethargy, loss_of_appetite, malaise, receiving_blood_transfusion, receiving_unsterile_injections, yellow_urine, yellowing_of_eyes, yellowish_skin","consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, loss_of_appetite, malaise, receiving_blood_transfusion, receiving_unsterile_injections, yellow_urine, yellowing_of_eyes, yellowish_skin","consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, receiving_blood_transfusion, receiving_unsterile_injections, yellow_urine, yellowing_of_eyes","consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis B,"abdominal_pain, fatigue, itching, lethargy, loss_of_appetite, malaise, receiving_blood_transfusion, receiving_unsterile_injections, yellow_urine, yellowing_of_eyes, yellowish_skin","consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, malaise, receiving_blood_transfusion, receiving_unsterile_injections, yellow_urine, yellowing_of_eyes, yellowish_skin","consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis B,"dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, receiving_blood_transfusion, receiving_unsterile_injections, yellow_urine, yellowing_of_eyes, yellowish_skin","consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, receiving_blood_transfusion, receiving_unsterile_injections, yellowing_of_eyes, yellowish_skin","consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowish_skin","Consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis C,"family_history, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes","Consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis C,"family_history, fatigue, loss_of_appetite, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis C,"family_history, fatigue, nausea, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowish_skin","Consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis C,"fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin","consult doctor, medication, eat healthy, follow up",Gastroenterologist
Hepatitis D,"abdominal_pain, dark_urine, fatigue, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin","consult doctor, medication, eat healthy, follow up",Gastroenterologist
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin","consult doctor, medication, eat healthy, follow up",Gastroenterologist
Hepatitis D,"abdominal_pain, dark_urine, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin","consult doctor, medication, eat healthy, follow up",Gastroenterologist
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes","consult doctor, medication, eat healthy, follow up",Gastroenterologist
Hepatitis D,"abdominal_pain, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin","consult doctor, medication, eat healthy, follow up",Gastroenterologist
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, vomiting, yellowing_of_eyes, yellowish_skin","consult doctor, medication, eat healthy, follow up",Gastroenterologist
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin","consult doctor, medication, eat healthy, follow up",Gastroenterologist
Hepatitis D,"dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin","consult doctor, medication, eat healthy, follow up",Gastroenterologist
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowish_skin","consult doctor, medication, eat healthy, follow up",Gastroenterologist
Hepatitis E,"abdominal_pain, coma, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, stomach_bleeding, vomiting, yellowing_of_eyes, yellowish_skin","stop alcohol consumption, rest, consult doctor, medication",Gastroenterologist
Hepatitis E,"abdominal_pain, acute_liver_failure, coma, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, stomach_bleeding, vomiting, yellowing_of_eyes, yellowish_skin","stop alcohol consumption, rest, consult doctor, medication",Gastroenterologist
Hepatitis E,"abdominal_pain, acute_liver_failure, coma, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, stomach_bleeding, vomiting, yellowing_of_eyes, yellowish_skin","stop alcohol consumption, rest, consult doctor, medication",Gastroenterologist
Hepatitis E,"abdominal_pain, acute_liver_failure, coma, dark_urine, fatigue, high_fever, loss_of_appetite, nausea, stomach_bleeding, vomiting, yellowing_of_eyes, yellowish_skin","stop alcohol consumption, rest, consult doctor, medication",Gastroenterologist
Hepatitis E,"abdominal_pain, acute_liver_failure, coma, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, stomach_bleeding, yellowing_of_eyes, yellowish_skin","stop alcohol consumption, rest, consult doctor, medication",Gastroenterologist
Hepatitis E,"abdominal_pain, acute_liver_failure, coma, dark_urine, high_fever, joint_pain, loss_of_appetite, nausea, stomach_bleeding, vomiting, yellowing_of_eyes, yellowish_skin","stop alcohol consumption, rest, consult doctor, medication",Gastroenterologist
Hepatitis E,"abdominal_pain, acute_liver_failure, coma, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, stomach_bleeding, vomiting, yellowing_of_eyes, yellowish_skin","stop alcohol consumption, rest, consult doctor, medication",Gastroenterologist
Hepatitis E,"abdominal_pain, acute_liver_failure, coma, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, stomach_bleeding, vomiting, yellowing_of_eyes","stop alcohol consumption, rest, consult doctor, medication",Gastroenterologist
Hepatitis E,"abdominal_pain, acute_liver_failure, coma, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, stomach_bleeding, vomiting, yellowing_of_eyes, yellowish_skin","stop alcohol consumption, rest, consult doctor, medication",Gastroenterologist
Hepatitis E,"abdominal_pain, acute_liver_failure, coma, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, stomach_bleeding, vomiting, yellowing_of_eyes, yellowish_skin","stop alcohol consumption, rest, consult doctor, medication",Gastroenterologist
Alcoholic Hepatitis,"abdominal_pain, distention_of_abdomen, fluid_overload, history_of_alcohol_consumption, swelling_of_stomach, vomiting, yellowish_skin","stop alcohol consumption, consult doctor, medication, follow up",Gastroenterologist
Alcoholic Hepatitis,"abdominal_pain, distention_of_abdomen, fluid_overload, history_of_alcohol_consumption, swelling_of_stomach, vomiting, yellowish_skin","stop alcohol consumption, consult doctor, medication, follow up",Gastroenterologist
Alcoholic Hepatitis,"abdominal_pain, distention_of_abdomen, fluid_overload, history_of_alcohol_consumption, swelling_of_stomach, yellowish_skin","stop alcohol consumption, consult doctor, medication, follow up",Gastroenterologist
Alcoholic Hepatitis,"abdominal_pain, distention_of_abdomen, fluid_overload, history_of_alcohol_consumption, swelling_of_stomach, vomiting","stop alcohol consumption, consult doctor, medication, follow up",Gastroenterologist
Alcoholic Hepatitis,"distention_of_abdomen, fluid_overload, history_of_alcohol_consumption, swelling_of_stomach, vomiting, yellowish_skin","stop alcohol consumption, consult doctor, medication, follow up",Gastroenterologist
